메뉴 이름,방법 분류,국가 분류,테마 분류,난이도 분류,칼로리,조회수,분량,주재료 이름,부재료 이름,양념,레시피,조리시간
김치말이미트로프,['구이'],퓨전,메인요리,쉬움,321.0,7535,2,"['쇠고기(안심) 200g', '밥 1공기', '배추김치 1/2포기']","['흑임자 약간', '당근 1/5개', '고추 1/2개']","['청주 1큰술', '소금 약간', '후춧가루 약간', '다진마늘 1작은술']","['1. 고기는 청주, 소금, 후춧가루로 밑간해 30분간 재워둔다.', '2. 포기째 준비한 김치의 속을 털어내고 국물을 짜 따로 담아 준비한다.', '3. 당근과 고추는 곱게 채썰어 달군 프라이팬에 기름을 두르고 다진마늘과 함께 볶는다.', '4. ③에 밥을 넣어 풀어준 후 ②의 김칫국물을 4큰술 정도 넣고 섞어 소금으로 간을 마무리한다.', '5. ①의 고기의 물기를 제거하여 김발 위에 평평히 펴놓은 후 김치를 얹고 ④의 밥을 한켠으로 모아 김밥 말듯이 팽팽하게 말아준다.', '6. 190℃로 예열한 오븐에 15분 정도 구워낸 후 한 김 식혀 한 입 크기로 잘라낸 후 흑임자를 뿌려 낸다.']",60
꼬막오븐구이,['구이'],퓨전,메인요리,쉬움,79.0,11370,2,"['꼬막 300g', '다진청고추 1/2작은술', '참기름 1/2작은술']","['홍고추 1/3개', '청고추 1/3개', '파 1/2뿌리']","['간장 1큰술', '고춧가루 1작은술', '다진파 1작은술', '다진마늘 1작은술', '설탕 1작은술', '다진홍고추 1/2작은술']","['1. 꼬막은 깨끗하게 씻어 210℃ 로 예열한 오븐에 10분간 굽는다.', '2. 홍고추와 청고추, 파는 곱게 다져 분량의 양념재료를 넣어 양념을 만든다.', '3. 꼬막에 양념을 끼얹고 210℃로 예열한 오븐에 15분간 굽는다.']",60
단호박구이,['구이'],퓨전,메인요리,매우 쉬움,380.0,64370,2,['단호박 1/4개'],"['파 1대', '버터 30g', '식용유 3큰술', '물 1큰술']","['마늘 1/2작은술', '소금 약간', '후춧가루 약간']","['1. 단호박은 깨끗이 씻어서 8등분한 후 속을 파내고 껍질을 벗긴 후 0.6cm두께로 썬다.', '2. 굵은 파는 잘게 다진다.', '3. 달군 프라이팬에 기름을 두르고 버터에 넣어 녹인 후 다진 마늘과 파를 넣어 볶다가 ①을 넣고 함께 볶는다.', '4. ③에 버터와 기름이 잘 배면 물을 넣고 잠시 익힌다.', '5. ④가 충분히 익었으면 소금, 후춧가루를 뿌려 간하고 살짝 볶아 꺼낸다.']",20
단호박베이컨구이,['구이'],퓨전,메인요리,매우 쉬움,175.0,36079,2,['단호박 1/2통'],"['베이컨 8장', '버터 약간']",['소금 약간'],"['1. 단호박은 껍질은 벗기고 알맞게 등분하여 소금으로 약간의 간을 한다.', '2. 준비한 단호박을 베이컨으로 말아 이쑤시개로 고정시키고 200℃로 예열한 오븐에서 20분정도 구워낸다.', '3. 버터를 녹여 살짝 발라준 다음 다시 10분 동안 굽는다.', '4. ③에 파슬리가루를 뿌려 내면 보기 좋다.']",30
대파미트볼꼬치,['구이'],퓨전,메인요리,매우 쉬움,132.0,9467,3,"['대파 1대', '쇠고기(간것) 300g']","['계란노른자 1개', '밀가루 1작은술', '빵가루 1큰술', '다진실파 4큰술', '기름(부침용) 약간']","['데리야키소스 2큰술', '소금 약간', '후춧가루 약간']","['1. 대파는 곱게 다진다.', '2. ①에 분량의 쇠고기, 계란 노른자, 밀가루, 빵가루를 넣고 소금과 후춧가루로 간한 뒤 고르게 섞어 끈기가 생길 때까지 치댄다.', '3. ②를 동글납작하게 만들어 가운데가 옴폭 들어갈 정도로 누른 뒤, 달궈진 팬에 기름을 두르고 앞뒤가 노릇노릇해질 때까지 익힌다.', '4. 익은 미트볼을 꼬치에 2개씩 꽂은 뒤 데리야키 소스를 바르고 다진 실파를 올린다.']",20
돼지고기스테이크와구운사과,['구이'],퓨전,메인요리,매우 쉬움,572.0,10956,2,"['사과 1/2개', '돼지고기(로스용) 300g']","['소금 1/3작은술', '사과 1/2개', '후추 1/4작은술', '월계수잎 2장', '포도주 1/2컵']","['설탕 1큰술', '발사믹식초 4큰술', '올리브유 2큰술']","['1. 돼지고기는 로스용으로 준비해 10cm x 7cm x 1cm로 도톰하게 손질한다.', '2. 사과를 강판에 간 후 분량의 부재료의 재료를 준비해 손질한 돼지고기를 한 시간 이상 재워둔다.', '3. 사과의 꼭지 부분을 파낸 후 1cm 두께의 원형으로 썰어둔다.', '4. 오븐을 200℃로 예열해 ②의 돼지고기와 ③의 사과를 오븐팬에 올려 25분간 바삭하게 구워내는데, 사과는 15분 정도 먼저 꺼낸다.', '5. 접시에 익힌 돼지고기스테이크와 사과를 담고 분량의 양념 재료를 혼합해 만든 소스를 뿌려 낸다.']",30
마늘크림소스를곁들인대구말이,['구이'],퓨전,메인요리,쉬움,315.0,8488,2,['대구살 1마리'],"['대구뼈 1마리', '소금 약간', '흰후춧가루 약간', '양파 1/2개', '레몬즙 1큰술']","['올리브오일 2큰술', '생크림 100ml', '우유 100ml', '감자 1/2개', '마늘 5톨', '소금 약간', '후춧가루 약간']","['1. 대구살은 물기를 제거하고 소금과 후춧가루를 뿌려둔다.', '2. ①의 생선을 긴 부분에서 작은 부분으로 돌돌 말아 꼬치로 고정시킨다.', '3. 양파는 곱게 다진다.', '4. 냄비에 ③의 양파를 볶다가 물, 생선뼈, 후춧가루를 넣고 약한 불에서 30분간 끓여 국물이 충분히 우려나면 체에 밭쳐 국물만 준비한다.', '5. 냄비에 ④를 붓고 ②의 생선을 넣은 후 약한 불에서 생선이 익을 때까지 조린다.', '6. 프라이팬에 올리브오일을 두르고 적당한 크기로 썬 감자와 마늘을 노릇하게 볶는다.', '7. ⑥에 생크림과 우유를 넣고 소금과 후춧가루로 간을 한 후 믹서기에 곱게 간다.', '8. 접시에 ⑤의 생선을 담고 ⑦의 마늘크림소스를 끼얹어 낸다.']",60
메추리알완자구이,['구이'],퓨전,메인요리,매우 쉬움,315.0,9366,2,"['메추리알 1팩', '다진돼지고기(안심) 100g', '다진쇠고기(우둔) 70g']","['청고추 1/2개', '홍고추 1/2개']","['다진마늘 1작은술', '굴소스 2큰술', '청주 2큰술', '계란 1/2개', '밀가루 4큰술', '소금 1/2작은술', '후춧가루 약간']","['1. 다진 고기는 키친타올로 핏물을 빼고 고추는 곱게 다져 준비한다.', '2. 볼에 ①과 분량의 양념 재료를 넣어 찰지게 치대준다.', '3. 메추리알은 소금물에 완숙으로 삶아 껍질을 벗겨 준비한다.', '4. ②의 반죽을 떼어 평평하게 펴준 후 메추리알을 넣고 직사각형 모양으로 빚는다.', '5. 오븐팬에 호일을 깔아 기름을 가볍게 발라준 후 190℃로 예열한 오븐에 넣어 20분간 구워낸다']",60
미트로프,['구이'],퓨전,메인요리,쉬움,392.0,8520,4,"['다진쇠고기(안심) 200g', '다진돼지고기(우둔) 200g']","['양파 1/2개', '오이 1/2개', '맛살 2개', '통조림미니파인애플 1/2통', '방울토마토 약간', '브로콜리 30g']","['마요네즈 1큰술', '다진마늘 1큰술', '설탕 1큰술', '간장 2큰술', '빵가루 4큰술', '참기름 약간', '후춧가루 약간']","['1. 다진 고기는 참기름, 다진 마늘, 후춧가루, 간장, 설탕, 빵가루를 넣어 찰지게 치댄다.', '2. 양파와 오이는 채썰어 프라이팬에 살짝 볶아내고, 맛살도 야채의 굵기에 맞춰 살을 찢어둔다.', '3. 볶은 양파와 오이, 맛살을 마요네즈로 버무려둔다.', '4. 김발 위에 ①의 고기를 1cm 두께로 깔고 ③을 올린 뒤 김밥 말듯이 돌돌 말아준다.', '5. ④를 호일로 말아 190℃로 예열한 오븐에 35~40분간 구워낸다.', '6. 오븐에서 꺼내어 한 김 식힌 후 한 입 크기로 잘라낸다.', '7. 파인애플과 토마토는 버터를 약간 바르고 오븐에서 10분간 구워내며, 브로콜리는 끓는 소금물에 살짝 데쳐 ⑥과 함께 곁들여 낸다.']",60
베이컨떡말이,['구이'],퓨전,메인요리,매우 쉬움,120.0,31641,2,['가래떡 2줄'],['베이컨 8장'],"['간장 4큰술', '올리고당 1큰술', '흰후춧가루 약간', '돌나물 1/2컵', '맛술 2큰술']","['1. 가래떡은 4cm 길이로 썰어 미지근한 물에 불려 부드럽게 만든다.', '2. 가래떡에 베이컨을 감아 꼬치에 끼운다.', '3. 냄비에 분량의 양념 재료를 담아 재료에 양념이 배이도록 조린 후 불에서 내린다.']",60
사천식쇠고기스테이크,['구이'],퓨전,메인요리,쉬움,365.0,18950,2,['쇠고기등심 120g'],"['양파 1/2개', '치커리 10g', '겨자잎 10g', '그린비타민 10g', '레드치커리 10g', '청고추 1/2개', '홍고추 1/2개']","['닭육수 1컵', '다진마늘 1작은술', '다진생강 1작은술', '간장 1큰술', '버터 20g', '참기름 1큰술', '소금 약간', '후춧가루 약간', '미림 1큰술']","['1. 청고추, 홍고추는 다지고 양파는 채썰어 준비한다.', '2. 고기에 소금, 후춧가루, 참기름을 넣고 간을 해 둔다.', '3. 치커리, 겨자잎, 그린비타민, 레드치커리는 잘 씻어서 먹기 좋게 뜯어 놓는다.', '4. ①의 청고추, 홍고추, 채썬 양파, 다진 마늘, 다진 생강을 버터에 볶다가 닭육수를 넣어 졸여준다. 그리고 간장, 미림을 넣고 버터를 첨가하여 농도를 조절한다.', '5. 프라이팬에 버터를 넣고 고기를 센불에서 구운 후 먹기 좋게 자른다.', '6. 준비한 채소를 접시에 담고 ⑤의 고기를 담고 ④의 소스를 올린 후 채소에 드레싱을 뿌려 완성한다.']",60
삼겹살꼬치소스구이,['구이'],퓨전,메인요리,매우 쉬움,412.0,12852,2,['삼겹살(삼겹살) 300g'],"['새송이 1개', '느타리버섯 50g']","['굴소스 1큰술', '간장 1큰술', '설탕 1/2큰술', '정종 1큰술', '다진파 1큰술', '홍고추 1개', '청고추 1개', '다진마늘 1작은술']","['1. 삼겹살은 길이 10cm로 자르고 고추는 곱게 다져 준비한다.', '2. 분량의 양념 재료를 섞어 소스를 만들어 준비한 후 삼겹살을 30분 이상 재워둔다.', '3. 새송이버섯은 길이 5cm, 두께 0.5cm 스틱 모양으로 썰고 느타리버섯은 세로로 잘게 찢는다.', '4. 양념한 삼겹살에 새송이, 느타리버섯을 넣고 돌돌 말아 꼬치로 고정시킨다.', '5. 달군 프라이팬에 기름을 두르고 ④를 바삭하게 구워낸다.']",60
새우아몬드구이,['구이'],퓨전,메인요리,매우 쉬움,285.0,7303,2,"['아몬드 50g', '중하새우 12마리']",['빵가루 2큰술'],"['소금 1작은술', '후춧가루 1/2작은술', '화이트와인 1작은술']","['1. 새우는 껍질을 벗겨 등에 칼집을 깊이 넣어 두쪽으로 갈라놓는다.', '2. 손질한 새우에 소금, 후춧가루, 화이트와인으로 밑간한다.', '3. 아몬드슬라이스와 빵가루를 혼합하여 밑간한 새우에 앞뒤로 골고루 묻힌다.', '4. 180℃로 예열한 오븐에 20분간 구워낸다.']",30
송편고추장구이,['구이'],퓨전,메인요리,매우 쉬움,339.0,14395,2,['송편 8개'],"['단호박 100g', '대추 4알', '꼬치 4개']","['[양념장] 고추장 1큰술', '토마토케첩 1큰술', '다진마늘 1작은술', '물엿 1/2큰술', '식용유 적량']","['1. 고추장과 케첩을 1:1 비율로 넣고 다진 마늘, 물엿을 넣어 섞어 고추장 양념을 만든다.', '2. 단호박은 한 입 크기에 맞춰 잘라 랩을 씌워 전자레인지에 초벌구이식으로 반정도만 익힌다.', '3. 꼬치에 송편→단호박→송편→씨를 제거한 대추 순서로 끼워 준비한다.', '4. 고추장 양념장을 요리붓을 이용해 꼬치에 끼운 재료에 골고루 바른다.', '5. 프라이팬에 쿠킹호일을 깔고 키친타올에 식용유를 묻혀 골고루 바닥에 발라준다.', '6. 기름칠 된 쿠킹호일 위에 고추장양념장이 발린 꼬치들을 나열해 중불에서 구워준다.', '7. 앞 뒤로 양념장을 골고루 한 번 더 발라가면서 구워낸다.']",30
쇠고기고추장치즈구이,['구이'],퓨전,메인요리,매우 쉬움,315.0,8519,2,"['쇠고기(안심) 200g', '슬라이스치즈 4장']","['청양고추 1개', '홍고추 1/2개', '간장 1작은술', '다진마늘 1/2큰술', '고추장 1과1/2큰술', '설탕 1작은술', '청주 1큰술', '물엿 1큰술', '양파즙 1큰술', '후춧가루 약간', '참기름 약간']",,"['1. 키친타올로 핏물을 제거한 쇠고기는 6cm x 6cm x 0.5cm로 잘라 잔칼집을 충분히 내준다.', '2. 청양고추, 홍고추는 잘게 다져 분량의 양념 재료로 고추장 소스를 만든다.', '3. ②의 소스에 손질한 쇠고기를 30분 정도 재워둔다.', '4. 슬라이스치즈는 4등분하여 준비한다.', '5. 양념한 쇠고기를 오븐팬에 올리고 남은 양념을 한 번 덧발라준다.', '6. ⑤의 고기 위에 슬라이스치즈를 뿌려 200℃로 예열된 오븐에 20분간 구워낸다.']",30
오븐고구마구이,['구이'],퓨전,메인요리,매우 쉬움,235.0,15044,2,['고구마 4개'],"['생크림 60g', '설탕 1큰술', '시나몬파우더 약간', '소금 약간']",,"['1. 고구마는 껍질째 깨끗하게 씻어 호일로 싼 후 200℃의 오븐에서 30분간 구워준다.', '2. 구운 고구마의 중앙 부분에 십자가로 칼집을 낸다.', '3. 생크림에 설탕을 넣어 거품기로 저어 거품을 부드럽게 올린다.', '4. ②의 고구마에 ③을 올리고 시나몬파우더를 뿌려 낸다.']",60
차돌박이찹쌀구이,['구이'],퓨전,메인요리,매우 쉬움,256.0,13374,2,['쇠고기(차돌박이) 600g'],"['찹쌀가루 1/3컵', '양파 1/2개', '홍파프리카 1/4개', '노란파프리카 1/2개']","['오이 1개', '굴소스 3큰술', '청주 1큰술', '다진파 1큰술', '다진마늘 1큰술', '참기름 약간', '후춧가루 약간']","['1. 분량의 양념 재료를 이용하여 소스를 만들어 차돌박이를 30분 정도 재운다.', '2. ①의 고기의 소스를 털어내 찹쌀가루를 가볍게 묻혀낸다.', '3. 오이는 차돌박이의 길이에 맞춰 썰어 돌려깎기 하여 굵직하게 채썰며, 나머지 야채 재료도 크기를 맞추어 채썰어 준비한다.', '4. ②의 고기에 야채를 말아 말아 꼬치로 고정시킨다.', '5. 프라이팬에 기름을 두르고 바삭하게 지져낸다.']",60
치즈감자칩,['구이'],퓨전,메인요리,매우 쉬움,417.0,18922,2,"['감자칩 50g', '모짜렐라치즈 적당량']","['토마토 1개', '베이컨 2장']","['토마토케첩 3큰술', '다진마늘(다진것) 1큰술', '설탕 1작은술']","['1. 토마토는 십자로 칼집을 내어 끓는 물에 데쳐 껍질을 벗긴 후 잘게 다진다.', '2. 다진 토마토, 토마토 케첩, 잘게 썬 베이컨, 다진 마늘, 설탕을 넣어 팬에 볶아 토마토 소스를 만든다.', '3. 감자칩 위에 ②의 소스를 바르고 모짜렐라 치즈를 뿌린다.', '4. ③을 오븐 또는 전자레인지에 넣어 치즈가 녹을 때까지 구워낸다.']",20
치즈찹쌀고기말이,['구이'],퓨전,메인요리,매우 쉬움,386.0,16001,2,['쇠고기(등심 혹은 안심) 150g'],"['찹쌀가루 2TS', '파프리카 1/2개', '청피망 1/2개', '모짜렐라치즈 20g']","['핫소스 1TS', '간장 1/2TS', '깨소금 약간', '소금 약간', '후추 약간']","['1. 쇠고리를 얇게 5cm x 5cm 정도로 썬 후 소금, 후추로 밑간을 한다.', '2. 파프리카와 청피망, 모짜렐라 치즈를 길게 채썰어 준비한다.', '3. ①의 고기에 찹쌀가루를 묻혀서 기름에 부쳐낸다.', '4. ③에 ②의 파프리카와 청피망, 치즈를 얹어서 돌돌 말아준다.', '5. 핫소스, 간장, 깨소금을 분량대로 넣고 소스를 만들어 곁들인다.']",30
가지치즈튀김,"['튀김', '커틀릿']",퓨전,메인요리,매우 쉬움,399.0,18819,2,"['가지 1개', '치즈 적당량']","['밀가루 적당량', '계란 1개', '빵가루 적당량']",,"['1. 가지를 3cm 정도로 어슷 썬 다음 같은 방향으로 1cm 간격으로 어슷하게 칼집을 낸다.', '2. 가지의 칼집 낸 사이에 피자치즈를 끼워 넣는다.', '3. ②의 가지에 밀가루 → 계란 물 → 빵가루 순으로 입히고 170℃의 기름온도에 넣고 튀겨낸다.']",30
감자&고구마치즈옹심이,"['튀김', '커틀릿']",퓨전,메인요리,쉬움,438.0,50267,2,"['감자 1개', '고구마 1개']","['모짜렐라치즈 적당량', '밀가루 적당량', '계란 1개', '튀김가루 적당량', '식용유 적당량']","['소금 약간', '후춧가루 약간']","['1. 감자와 고구마는 삶아서 각각 으깨어 따로 준비한다.', '2. 감자에 소금과 후춧가루를 넣고 고구마에는 설탕을 조금 넣어 준다.', '3. 조금 식힌 후에 비닐장갑을 끼고 감자를 조금 떼어 계란 반 정도 크기로 둥글게 만든다. 이때 속에 치즈를 넣어 둥글게 빚어준다.', '4. 고구마도 같은 방법으로 둥글게 빚는다.', '5. 계란 물을 풀어서 ③과 ④의 감자와 고구마 옹심이를 밀가루에 굴려준 후 계란 물에 넣어준 후 다시 튀김가루를 마지막으로 묻혀준다.', '6. 160℃의 온도에 옹심이를 튀겨서 완성한다.']",60
감자마늘볼,"['튀김', '커틀릿']",퓨전,메인요리,매우 쉬움,230.0,9183,2,"['감자 2개', '마늘 20톨']","['김가루 2큰술', '슬라이스치즈 2장']","['소금 약간', '후춧가루 약간', '파프리카가루 약간', '파슬리가루 약간']","['1. 감자는 껍질을 벗기고 잘게 썬다.', '2. 냄비에 물을 넣고 채반을 받쳐 감자와 마늘을 찐다.', '3. ②를 곱게 으깬 후 삼등분하여 각각 김가루, 파프리카가루, 파슬리가루를 넣고 섞어준다.', '4. 슬라이스치즈는 잘게 썰어 준비한다.', '5. ③을 둥글게 모양 내고 속에 슬라이스치즈를 넣어 한 입 크기로 빚는다.', '6. ⑤를 180℃의 기름에 튀긴 후 각각 담아 낸다.']",30
게맛살치즈말이튀김,"['튀김', '커틀릿']",퓨전,메인요리,매우 쉬움,305.0,37102,2,"['김 2장', '게맛살 4개']","['햄 20g', '모짜렐라치즈 적당량', '식용유 적당량', '밀가루 적당량', '계란 1개', '빵가루 적당량']",,"['1. 김은 4등분으로 자른다.', '2. 게맛살, 햄, 치즈는 김의 길이와 비슷하게 하여 4cm x 1cm x 1cm 의 크기로 썰어둔다.', '3. ①의 김에 ②의 재료를 하나하나 넣어서 돌돌 말아준다.', '4. ③의 재료를 밀가루, 계란, 빵가루 순으로 입히고 튀김온도 170℃에서 튀겨낸다.']",25
과일돈까스와소스,"['튀김', '커틀릿']",퓨전,메인요리,매우 쉬움,420.0,55939,2,['돼지고기(두께1.5cm) 1조각'],"['밀가루 적당량', '계란 1개', '빵가루 적당량', '후루츠칵테일 2큰술', '모짜렐라치즈 1큰술', '식용유 적당량']","['소금 약간', '후춧가루 약간', '[소스] 우스터소스 1/4컵', '케첩 2큰술', '화이트와인 2큰술', '바나나 1개', '사과 1/4개', '파인애플 1/2조각', '설탕 2큰술', '버터 2큰술', '양파 1/4개', '월계수잎 약간']","['1. 돼지고기는 반으로 갈라서 칼등으로 두들겨서 소금, 후춧가루를 뿌려 준비한다.', '2. 빵가루는 물이나 우유 등으로 촉촉하게 만들어 준다.', '3. 후르츠 칵테일은 팬에 졸여서 준비한다.', '4. 돼지고기를 반으로 가른 속에 밀가루를 묻히고 졸인 과일 후르츠와 모짜렐라 치즈를 눌러 넣어 속 재료가 밖으로 나오지 않도록 한다.', '5. ④의 고기를 밀가루, 계란, 빵가루 순으로 발라서 160∼170℃ 정도에서 갈색이 나도록 튀긴다.', '6. [소스 만들기] 우스터소스를 먼저 팬에 버터를 넣고 볶다가 밀가루를 넣고 갈색이 되도록 볶는다. 여기에 케첩을 넣고 약 5분간 볶는다.', '7. 바나나는 곱게 으깨고, 사과, 양파는 강판에 간다. 파인애플은 곱게 다진다.', '8. 다진 과일과 ⑥을 넣고 우스터, 와인, 물, 월계수잎을 넣고 은은하게 끓인다. 소스의 농도가 약간 주루륵 흐르는 정도가 될 때까지 졸인다.', '9. 어느정도 농도가 나면 여기에 설탕, 소금, 후춧가루로 간을 하고 월계수잎은 건져낸다.']",30
단호박커틀릿,"['튀김', '커틀릿']",퓨전,메인요리,매우 쉬움,250.0,9604,2,"['단호박 1/2개', '안심(안심) 500g']","['튀김가루 약간', '계란 1개', '빵가루 3컵']","['꿀 1큰술', '소금 1작은술', '후춧가루 1작은술', '생강즙 2큰술', '청주 3큰술']","['1. 단호박은 찜통에 쪄내 껍질과 씨를 발라내고 꿀 1큰술을 넣어 곱게 으깨어 준비한다.', '2. 커틀릿용 돼지고기는 칼집을 내준 후 소금, 후춧가루, 생강즙, 청주에 30분 이상 재워둔 후 사용한다.', '3. 재워둔 돼지고기의 물기를 제거하고 단호박을 가운데에 올려 새어 나오지 않게 말아준다.', '4. ③을 튀김가루, 계란, 빵가루 순으로 튀김옷을 입혀준다.']",60
떡치즈크로켓,"['튀김', '커틀릿']",퓨전,메인요리,쉬움,485.0,33211,2,"['떡(떡볶이) 50g', '치즈(슬라이스) 4장', '감자 2개']","['햄 20g', '피망 1/2개', '양파 1/2개']","['마요네즈 2큰술', '밀가루 약간', '계란 1개', '빵가루 적당량', '식용유 적당량', '소금 약간', '후추 약간']","['1. 감자는 쪄서 으깨고, 후추와 소금으로 간을 한다.', '2. 슬라이스 치즈를 4등분한다.', '3. 햄과 피망, 양파는 다진 후 프라이팬에 버터를 넣고 볶아준다.', '4. ①의 감자에 ③의 볶은 재료를 넣고 섞은 후에 분량의 마요네즈를 넣고 부드럽게 될 때까지 섞어준 후에 식혀둔다.', '5. 떡에 ②의 치즈를 돌려 감고 ④를 골고루 입힌다.', '6. ⑤를 밀가루에 살짝 굴려 묻힌 후에 계란, 빵가루 순서로 묻혀 예열한 기름에 튀긴다.', '7. 노릇하게 튀겨지면 반으로 잘라 접시에 담는다.']",60
만두피치즈스틱,"['튀김', '커틀릿']",퓨전,메인요리,매우 쉬움,561.0,18242,2,"['만두피 10장', '모짜렐라치즈(덩어리) 100g']","['식용유(튀김용) 적당량', '밀가루 적당량', '계란 1개', '빵가루 적당량']",,"['1. 만두피를 젖은 행주로 닦아 물기를 준다.', '2. 치즈 덩어리는 1cm x 1cm 정도로 잘라둔다.', '3. ①의 만두피에 ②의 치즈를 돌돌 말고 밀가루, 계란, 빵가루 순으로 묻혀 튀김온도 170℃에서 튀겨낸다.']",20
버섯롤커틀릿,"['튀김', '커틀릿']",퓨전,메인요리,쉬움,450.0,9700,4,"['돼지고기(안심) 300g', '표고버섯 4장', '팽이버섯 1개', '새송이버섯 1개', '토마토케첩/설탕/버터/밀가루 2큰술씩']","['밀가루 1/2컵', '계란 1개', '빵가루 1컵']","['소금 약간', '후춧가루 약간', '[과일드레싱] 우스터소스 3큰술', '바나나 1개', '사과 1/4개', '파인애플 1/2조각', '화이트와인 2큰술', '소금 약간', '후춧가루 약간', '양파 1/4개', '물 2컵', '월계수잎 1장']","['1. 돼지고기는 충분히 두드려 얇게 펴 3장을 만든다.', '2. 표고버섯은 기둥을 떼고 얇게 채썰고, 팽이버섯은 밑동을 자르고, 새송이버섯은 가늘게 채썰어 각각 소금, 후춧가루로 간하여 볶아둔다.', '3. ①에 볶은 표고버섯을 넣고 돌돌 말아 밀가루, 계란, 빵가루 순으로 튀김옷을 입혀 튀기고 다른 버섯들도 같은 방법으로 말아서 튀겨준다.', '4. 바나나, 사과, 양파, 파인애플은 믹서기에 곱게 간다.', '5. 프라이팬에 버터와 밀가루를 넣고 갈색이 날 때까지 볶다가 토마토케첩을 넣고 약 2분간 약한 불에서 볶는다.', '6. ④의 과즙을 ⑤의 소스에 넣고 우스터소스, 화이트와인, 물, 월계수잎을 넣고 소스의 농도가 약간 흐르는 정도가 될 때까지 졸인다.', '7. 농도가 적당히 나면 설탕, 소금, 후춧가루로 간을 하고 월계수잎은 건져내 과일드레싱을 준비한다.', '8. ③을 적당한 크기로 썰어 접시에 담고 과일드레싱을 곁들인다.']",60
양파쌈파이,"['튀김', '커틀릿']",퓨전,메인요리,매우 쉬움,321.0,22781,2,"['양파 5개', '만두피 30장']",['식용유 적당량'],"['설탕 1/2컵', '계핏가루 1/2큰술', '물 1/2컵']","['1. 만두피를 준비한다.', '2. 양파는 깨끗이 손질하여 얇게 썰어 놓는다.', '3. 냄비에 설탕, 물, 계핏가루를 넣고 끓으면 썰어 놓은 양파를 넣고 조린다.', '4. 만두피를 한장 놓고 가장자리에 물을 바른 다음 가운데 ③을 소복히 놓고 만두피를 마주 덮어 꼭꼭 붙여 포크로 가장자리를 다시 눌러준다.', '5. 식용유가 160℃로 끓여지면 ④를 넣어 노릇하게 튀긴다.']",30
어묵계란말이,"['튀김', '커틀릿']",퓨전,메인요리,매우 쉬움,248.0,40509,2,['어묵 100g'],"['계란 3개', '표고버섯 2장', '피망 10g', '양파 10g', '햄 10g', '식용유 약간']","['생크림 1/4컵', '소금 약간']","['1. 계란은 잘 풀어 생크림과 소금을 넣고 섞어둔다.', '2. 어묵은 길게 반 잘라서 준비해둔다.', '3. 속에 들어갈 표고버섯, 피망, 양파, 햄은 다져 놓는다.', '4. 뜨겁게 달군 팬에 기름을 바르고 ①의 계란물을 반만 부어 반쯤 익으면 ②의 어묵을 올리고 위에 ③의 채소를 올린 후 남은 계란물을 조금 부어서 채소들이 서로 붙을 수 있도록 해서 돌돌 말아준다.', '5. ④의 계란이 다 말리면 남은 계란을 다 부어서 다시 한 번 말아준다. 그러면 도톰하고 먹음직스럽게 만들수 있다.', '6. 따뜻할 때 김발에 싸서 원하는 모양으로 만들어 식힌 후 완전히 식으면 먹기좋게 썬다.']",30
요거트크림새우,"['튀김', '커틀릿']",퓨전,메인요리,매우 쉬움,443.0,10880,4,['새우 300g'],"['계란흰자 1개', '녹말가루 5큰술', '춘권피 2~3장', '단호박 1/3개', '브로콜리 1개', '제철과일 적당량']","['[새우밑간] 청주 1큰술', '생강즙 1/2큰술', '소금 1/2작은술', '후춧가루 약간', '[소스] 마요네즈 6큰술', '생크림 3큰술', '우유 2작은술', '플레인요구르트 1큰술', '연유 2큰술', '레몬즙 1과1/2큰술', '소금 1/4작은술']","['1. 새우의 등을 갈라 내장을 제거하고 먹기좋게 손질한다.', '2. 손질한 새우에 청주, 생강즙, 소금, 후춧가루를 넣고 밑간한다.', '3. 계란흰자, 녹말가루를 넣어 묽게 반죽을 만들고 손질한 새우와 버무린다.', '4. 반죽을 뭍힌 새우를 기름에 2번 튀겨낸다.', '5. 분량의 소스재료를 소스 볼에 넣고 모두 섞는다.', '6. 춘권피는 삼각형으로 잘라 튀기고 단호박은 소금, 후추, 전분을 뭍혀 튀기고 브로콜리는 데치고 과일은 손질해 놓는다.', '7. 튀긴 새우와 춘권피, 호박, 과일 등을 접시에 담고 준비한 소스를 뿌린다.']",30
참치김말이튀김,"['튀김', '커틀릿']",퓨전,메인요리,매우 쉬움,410.0,14766,2,"['참치(스타키스트참치) 1캔', '김 1장']","['계란 1개', '빵가루 2큰술', '튀김가루 3큰술', '식용유 적당량']",,"['1. 스타키스트참치는 체에 밭쳐 기름기를 제거한다.', '2. ①번 참치에 계란, 빵가루를 넣어 반죽을 한다.', '3. 김에 ②의 반죽을 넣어 돌돌 말아 튀김가루를 입힌다.', '4. 달궈진 기름에 ③을 바삭하게 튀긴다.', '5. ④를 먹기 좋은 크기로 썬다.']",30
