메뉴 이름,방법 분류,국가 분류,테마 분류,난이도 분류,칼로리,조회수,분량,주재료 이름,부재료 이름,양념,레시피,조리시간
크림소스파스타,"['만두', '면류']",이탈리아,메인요리,보통,350,20604,2,"['파스타 200g', '생크림 1과1/2컵', '우유 1/2컵']","['양파 1/2개', '베이컨 6장', '버터 2큰술']","['후춧가루 약간', '소금 약간', '다진마늘 1작은술']","['1. 양파는 채썰고, 베이컨은 먹기 좋은 크기로 썰어놓는다.', '2. 냄비에 버터를 두르고, 양파와 다진 마늘을 넣고 볶다가 베이컨을 넣고 함께 볶아준다.', '3. ②의 양파가 투명해질 정도로 볶아지면 우유, 생크림, 바질을 넣고 끓이다가 끓어 오르면 불을 약하게 줄이고, 2분 정도 더 끓여 소금, 후춧가루로 간한다.', '4. 끓는 물에 소금, 식용유를 약간 넣고 파스타를 넣어 기호에 맞게 적당히 삶아 물기를 뺀다.', '5. 프라이팬에 버터를 두르고, 삶아놓은 파스타면을 볶다가 끓여 놓은 소스를 버무려 접시에 담아 낸다.']",54
토마토미트소스파스타,"['만두', '면류']",이탈리아,메인요리,어려움,350,71772,2,"['다진쇠고기(안심) 200g', '토마토주스 2컵', '펜네파스타 150g']","['양파 1/2개', '홍피망 1/2개', '양송이버섯 3개', '올리브오일 3큰술']","['소금 약간', '후춧가루 약간', '월계수잎 1장', '비프스톡(파우더) 1/3작은술', '우스터소스 1작은술', '간장 1/2작은술', '화이트와인 약간']","['1. 홍피망은 씨를 빼서 다지고, 양송이도 잘게 썬다. 마늘과 양파는 곱게 다지고 다진 쇠고기는 소금, 후춧가루로 간한다.', '2. 납작한 프라이팬에 올리브오일을 두르고 양파와 마늘을 넣고 볶다가 홍피망과 양송이버섯을 넣고 충분히 볶는다.', '3. 야채가 볶아지면 다진 쇠고기를 넣고 센불에서 물기가 없어질 때까지 볶는다.', '4. ③에 토마토주스와 비프스톡을 넣고 20분간 중간불에서 끓이다가 화이트와인을 넣어준다.', '5. 월계수잎을 넣고 가끔 저어주면서 20분 정도 더 끓이다 우스터소스와 간장으로 간한다.', '6. 펜네파스타는 끓는 소금물에 넣고 서로 붙지 않게 저으면서 끓어 넘치기 직전에 불을 줄여 10분 정도 삶아 체에 밭쳐 물기를 빼고 올리브오일에 버무려둔다.', '7. ⑥을 접시에 담고 ⑤를 뜨겁게 얹어 낸다.']",61
푸타네스카스파게티,"['만두', '면류']",이탈리아,메인요리,어려움,462,14144,1,"['스파게티 80g', '올리브오일 30g', '엔쵸비 1조각', '케이퍼 10g']","['통마늘 2톨', '화이트와인 25g', '블랙올리브 3개', '그린올리브 2개', '방울토마토 100g', '육수 1컵', '소금 적당량', '후춧가루 적당량', '파마산치즈 적당량', '바질잎 적당량', '이태리파슬리 적당량', '바질페스토 적당량']",,"['1. 프라이팬에 오일을 두르고 마늘을 눌러 넣어 향을 낸다.', '2. 엔쵸비를 넣고 녹이듯이 볶다가 화이트와인을 넣는다.', '3. 케이퍼와 올리브를 넣고 볶다가 방울토마토를 넣는다.', '4. 토마토소스를 넣고 끓이다가 소금, 후춧가루로 간을 하고 다진 파슬리와 잘게 뜯은 바질잎을 넣는다.', '5. 넉넉한 크기의 냄비에 물을 끓이고 소금을 넣는다. (소금 간은 국 간 정도로 한다.)', '6. 물이 끓으면 면을 넣고 6분 30초 정도 끓여 알단테(면을 삶았을 때 안쪽에서 단단함이 느껴지는 정도) 상태로 익힌다.', '7. 삶은 면은 그대로 건져, 만들어 둔 토마토소스에 넣고 잘 볶는다.', '8. 최종 간을 맞추고 불을 끈 후 올리브 오일을 둘러주고 토마토소스와 오일이 잘 혼합 되도록 잘 섞어준다. (수분이 부족하면 면 삶은 물을 이용한다.)', '9. 접시에 담아 치즈가루와 바질잎으로 장식하고 바질페스토를 곁들여 낸다.']",94
라자니아,"['그라탕', '리조또']",이탈리아,메인요리,어려움,158,48272,4,"['밀가루 1컵', '쇠고기 80g', '양송이 3개', '샐러리 1/2대']","['계란 1개', '식용유 2큰술', '양파 1/2개', '당근 1/2개', '버터 1작은술', '육수 2컵']","['토마토케첩 3큰술', '월계수잎 약간', '소금 약간', '후춧가루 약간', '치즈가루 약간']","['1. 밀가루는 체에 내려 계란, 식용유, 소금을 넣어 말랑말랑하게 반죽한다.', '2. 반죽을 얇게 밀어 끓는물에 말갛게 익힌다.', '3. 채소와 고기는 곱게 다져 볶다가 토마토케첩을 넣어 잠깐 더 볶는다.', '4. ③에 육수와 월계수잎을 넣어 끓이다가 소금과 후춧가루로 간한다.', '5. 그라탱그릇에 버터를 바른다.', '6. ②의 반죽과 소스를 켜켜히 담고 치즈가루를 얹어 오븐에서 굽는다.']",70
리조또,"['그라탕', '리조또']",이탈리아,메인요리,보통,562,22988,2,['쌀 1컵'],"['버터 20g', '파머산치즈 2큰술', '비프스톡(스톡용) 5큰술', '올리브오일 2작은술', '샤프란 약간']","['화이트와인 3큰술', '소금 1/2작은술', '통후추 5알']","['1. 쌀에 비프스톡과 화이트와인을 넣어 끓인다.', '2. 끓기 시작하면 샤프란을 넣어 색과 향을 더한다.', '3. 바닥이 눌지 않도록 저어가며 끓이다가 쌀이 거의 익어갈 때쯤 버터를 넣고 볶는다.', '4. 냄비를 불에서 내려 파마산치즈, 올리브오일, 소금, 통후추를 갈아 넣고 섞은 뒤 접시에 담는다.']",48
새우도리아,"['그라탕', '리조또']",이탈리아,메인요리,어려움,250,45632,2,"['새우(중하) 5마리', '밥 1공기']","['양파 1/4개', '청피망 1/4개', '홍피망 1/4개', '양송이버섯 5개', '샐러리 1대', '표고버섯 4장', '모짜렐라치즈 50g', '버터 2작은술']","['화이트와인 1큰술', '버터 1큰술', '밀가루 1큰술', '우유 1컵', '새우데친물(삶은물) 1컵', '소금 약간', '후추(가루) 약간']","['1. 피망과 양파, 샐러리는 굵게 다지고, 양송이버섯은 모양대로 얇게 썰어두고, 표고버섯은 채썰어둔다.', '2. 새우는 깨끗이 씻어 내장을 제거하고 데쳐서 껍질을 벗겨둔다. 이때 새우 데친 물은 남겨둔다. (화이트소스용)', '3. 냄비에 버터를 넣고 새우살과 밥을 볶으면서 양파, 양송이버섯, 표고버섯, 샐러리, 피망을 순서대로 넣고 소금, 후춧가루로 간한다.', '4. 그라탕 용기에 ③을 담고 그 위에 화이트소스를 부은 뒤 모짜렐라치즈를 얹는다.', '5. 250℃로 예열한 오븐에 10분간 굽는다.']",64
시금치리조또,"['그라탕', '리조또']",이탈리아,메인요리,어려움,388,29126,2,"['쌀 200g', '다진시금치 50g']","['물 200g', '표고버섯 50g', '다진양파 7g', '버터 20g', '올리브오일 7g', '파머산치즈 40g', '화이트와인 약간']","['마늘 7g', '소금 약간', '후춧가루 약간']","['1. 쌀은 깨끗하게 씻은 후 체에 밭쳐 물기를 완전히 뺀다.', '2. 냄비에 오일을 두르고 다진 양파, 마늘을 넣고 향을 낸다.', '3. ②에 물기를 뺀 쌀을 넣고 살짝 볶는다. 약간의 화이트와인과 물을 넣어 쌀이 꼬들꼬들해질 때까지 젓는다.', '4. 시금치는 소금을 넣은 물에 살짝 한번 데친 후 입자있게 썰어놓는다.', '5. 표고버섯은 물기를 뺀 후 얇게 채썬다.', '6. 팬에 오일을 두르고 다진 마늘을 넣고 볶다가 향이 돌면 버섯, 시금치를 넣은 후 소금과 후춧가루로 간한다.', '7. ③의 쌀을 계속 볶다가 ⑥의 버섯과 시금치를 넣는다. 파마산 치즈와 버터를 넣고 끈기와 윤기가 생기게 잘 저어준 후 마지막에 소금, 후춧가루로 간한다.']",65
시금치크림리조또,"['그라탕', '리조또']",이탈리아,메인요리,어려움,576,16535,2,"['쌀 120g', '휘핑크림 300g', '시금치 잎 100g']","['올리브오일 3큰술', '마늘 2개', '바지락 20개', '새우 10마리', '화이트와인 50g', '다진양파 30g', '맑은육수 1.5리터', '비트순 30g']","['소금 약간', '후추 약간']","['1. 통마늘은 미리 눌러 놓는다.', '2. 양파는 잘게 다져놓는다.', '3. 시금치는 깨끗이 씻어 잎만 딴 후 물기를 제거하고 잘라 다진다.', '4. 프라이팬에 올리브오일를 두르고 눌러놓은 마늘을 넣어 향을 낸 후, 불을 세게 하여 조개와 새우를 넣어 살짝 볶다가 화이트와인를 부어 날린다.', '5. 조개는 별도의 접시에 담아놓고, 조개에서 나온 육수에 다진 양파를 넣어 뭉근한 불에서 볶으면서 숨이 죽도록 볶다가, 올리브오일을 조금 더 넣고 쌀을 함께 볶는다.', '6. 끓고 있는 조개육수를 ⑤에 조금씩 넣어 주며 쌀을 익히다가 생크림을 넣는다.', '7. 쌀이 거의 익은 마무리 단계에서 볶아놓은 조개, 시금치를 함께 넣고 잘 어우러지게 볶은 후, 소금과 후춧가루로 간을 하고, 올리브오일로 마무리하여 부드럽게 맛을 낸다.', '8. 접시에 넓게 펴서 담은 후 비트순으로 장식한다.']",75
파스타그라탕,"['그라탕', '리조또']",이탈리아,메인요리,보통,320,30164,2,"['오징어(몸통) 1/2마리', '칵테일새우 10마리', '마카로니 80g']","['양파 1/4개', '양송이버섯 2개']","['화이트와인 1/5컵', '생크림 1/4컵', '모짜렐라치즈 80g', '그뤼에르치즈 40g', '버터 1과1/2큰술', '우유 1컵', '밀가루 1과1/2큰술']","['1. 칵테일새우는 내장을 제거하고 깨끗이 손질한다.', '2. 양파와 양송이버섯은 얇게 썰고 오징어는 손질하여 적당한 크기로 자른다.', '3. 냄비에 양파와 양송이버섯을 넣고 볶다가 새우와 오징어를 넣고 볶으면서 화이트와인을 넣고 마카로니를 넣어 살짝 볶는다.', '4. 프라이팬에 버터를 녹이고 동량의 밀가루를 넣어 타지 않게 볶아준 후 우유를 조금씩 넣어가며 풀어서 베사멜소스를 만든다.', '5. ③에 생크림과 베사멜소스를 넣어서 농도를 맞춘 뒤 그라탕 용기에 담는다.', '6. ⑤에 모짜렐라치즈와 그뤼에르치즈(파마산치즈로 대용 가능), 버터를 골고루 뿌려서 220℃의 오븐에서 7~10분간 굽는다.', '*사진제공: 메뉴판닷컴 패널 요리인 근땡이']",55
고구마깔조네,['피자'],이탈리아,메인요리,어려움,876,12321,2,"['피자반죽(개당 180g) 2개', '삶은고구마 100g']","['생크림 30g', '계란노른자 1개', '옥수수캔 30g', '살라미 20g', '다진파슬리 적당량', '모짜렐라 80g', '아몬드슬라이스 10g']",,"['1. 고구마는 삶아서 뜨거울 때 체에 내려 생크림, 계란 노른자와 함께 섞는다.', '2. 옥수수 캔은 물기를 제거하고 살라미는 잘게 썰어서 ①에 섞는다.', '3. 이태리파슬리는 잘게 다진다.', '4. 아몬드 슬라이스는 프라이팬이나 오븐에 넣어 살짝 굽는다.', '5. 피자반죽을 둥글게 밀어 반죽의 1/2면은 ②의 내용물을 골고루 깔고 모짜렐라와 아몬드슬라이스, 잘게 다진 이태리 파슬리를 뿌린 후 붓을 이용해 테두리에 물을 바르고 나머지 1/2의 반죽을 덮어 반달 모양으로 만든다.', '6. 반쪽을 접은 반달의 테두리는 손가락 끝을 이용해서 단단하게 눌러 붙인 후 350℃로 예열한 오븐에 넣고 3~4분 가량 굽는다.']",63
디아볼로피자,['피자'],이탈리아,메인요리,어려움,336,25937,2,"['강력분 200g', '생이스트 60g']","['식용유 10g', '물 110g', '모짜렐라치즈 50g', '살라미 25g', '홍고추 15g', '고춧가루(굵은것) 5g', '청고추 15g']","['토마토페이스트 2큰술', '토마토홀 3큰술', '바질 5g', '양파 1/2개', '마늘 3쪽', '올리브오일 약간', '소금 약간', '후춧가루 약간']","['1. 생이스트, 강력분, 식용유, 물 등을 섞어준다.', '2. 어느정도 반죽이 형성되면 1차 발효시키는데 천에 물기를 적셔서 덮어 습하고 더운곳(38℃정도)에 둔다.', '3. 준비된 피자소스 재료를 한꺼번에 넣고 갈아준 후 올리브오일을 약간 넣어준다.', '4. 원하는 형태로 반죽을 밀어펴준다.', '5. 피자 도우를 밀고 난 후 피자소스를 그 위에 바른다.', '6. 피자 소스위에 모짜렐라치즈, 살라미, 홍고추, 청고추, 굵은 고춧가루를 넣은 후 오븐에서 구워준다.']",63
루꼴라 피자,['피자'],이탈리아,메인요리,어려움,342,31657,2,['[도우] 밀가루(강력분) 375g'],"['소금 9g', '설탕 15g', '물(미온수) 210g', '맥주효모 5g', '올리브유 15g', '[토핑] 토마토소스 50g', '베이컨 1쪽', '검은올리브 5알', '훈제치즈 5g', '올리브유 약간', '모짜렐라치즈 120g', '통후추 약간', '루꼴라 50g', '방울토마토 3알']",,"['1. 밀가루에 설탕, 소금을 혼합하여 반죽통에 넣는다.', '2. 물에 효모를 풀어 준비한다.', '3. 처음 저속에서 효모를 풀은 물을 넣어가며 약 3분간 반죽을 한다.', '4. 올리브오일을 반죽에 넣어가며 중속에서 8분정도 반죽하고 반죽 1개당 168g씩 분할하여 발효실이나 실온실에서 발효시킨다.', '5. 토마토를 열십자로 칼집내어 끓는 물에 데쳐 과육과 씨를 분리한 후, 과육은 작은 주사위 모양으로 자르고 씨는 곱게 갈아 체에 걸러 준비한다.', '6. 모짜렐라치즈는 작은 주사위 모양으로 자르고 바질은 깨끗하게 씻어 준비한다.', '7. 믹싱볼에 토마토소스를 담아 다진 과육과 주스, 올리브오일, 소금, 후춧가루, 다진 오레가노로 양념한다.', '8. 발효된 반죽을 밀대로 밀어 둥근 모양으로 만든다.', '9. 밀은 밀가루 반죽에 토마토소스를 바르고 모짜렐라치즈를 올린 후 훈제치즈, 베이컨, 검은 올리브를 올린다.', '10. 올리브오일을 가볍게 뿌린후 320℃의 오븐에서 구워내어 루꼴라와 소금, 통후추, 올리브오일을 뿌려 완성한다.']",87
마르게리따 피자,['피자'],이탈리아,메인요리,어려움,357,22548,2,['[반죽] 밀가루(강력분) 375g'],"['소금 9g', '설탕 15g', '물(미온수) 210g', '맥주효모 5g', '올리브유 15g', '[토핑] 토마토소스 50g', '모짜렐라치즈 120g', '방울토마토 4개', '바질 1줄기', '올리브유 약간', '소금 약간', '후춧가루 약간']",,"['1. 밀가루에 설탕, 소금을 혼합하여 반죽통에 넣는다.', '2. 물에 효모를 풀어 준비한다.', '3. 처음 저속에서 효모를 풀은 물을 넣어가며 약 3분간 반죽을 한다.', '4. 올리브오일 반죽에 넣어가며 중속에서 8분정도 반죽하고 반죽 1개당 168g씩 분할하여 발효실이나 실온실에서 발효시킨다.', '5. 토마토를 열십자로 칼집내어 끓는 물에 데치고 과육과 씨를 분리한 후, 과육은 작은 주사위 모양으로 자르고 씨는 곱게 갈아 체에 걸러 준비한다.', '6. 모짜렐라치즈는 작은 주사위 모양으로 자르고 바질은 깨끗하게 씻어 준비한다.', '7. 믹싱볼에 토마토소스를 담아 다진 과육과 주스, 올리브오일, 소금, 후춧가루, 다진 오레가노로 양념한다.', '8. 발효된 반죽을 밀대로 밀어 둥근 모양을 만든다.', '9. 밀은 밀가루 반죽에 토마토소스를 바르고 모짜렐라치즈를 올린 후 330℃의 오븐에서 굽는다.', '10. 구운 마르게리따 피자 위에 올리브오일과 소금, 후춧가루, 바질을 올려 완성한다.']",81
모짜렐라깔조네,['피자'],이탈리아,메인요리,어려움,491,10287,2,"['피자반죽(개당 180g) 2개', '모짜렐라치즈 80g']","['리코타치즈 50g', '파마산치즈 30g', '계란노른자 1개', '바질잎 1장', '프로슈토 1개', '올리브유 적당량', '소금 적당량', '후춧가루 적당량', '다진파슬리 적당량']",,"['1. 프로슈토와 파마산치즈는 잘게 다진다.', '2. 바질과 이탈리아파슬리도 잘게 다져놓는다.', '3. 믹싱볼에 리코타치즈와 파마산치즈, 계란노른자, 바질 다진것, 소금, 후춧가루를 넣고 잘 혼합한다.', '4. 피자반죽을 둥글게 밀어 반죽의 1/2면은 프로슈토와 ②의 내용물을 골고루 깔고 모짜렐라와 아몬드슬라이스를 뿌린 후 붓을 이용해 테두리에 물을 바르고 나머지 1/2의 반죽을 덮어 반달 모양으로 만든다.', '5. 반쪽을 접은 반달의 테두리는 손가락 끝을 이용해서 단단하게 눌러 붙인 후 350℃로 예열한 오븐에 넣고 3-4분가량 굽는다.']",67
토마토피자,['피자'],이탈리아,메인요리,어려움,285,41434,2,"['강력분 150g', '토마토 2개']","['소금 약간', '이스트 1작은술', '물 1/2컵', '식용유 1큰술', '모짜렐라치즈 10g', '올리브 5개', '월계수잎 1개', '올리브오일 약간']","['설탕 2작은술', '육수 1컵', '토마토케첩 3작은술', '우스타소스 약간', '양파 20g', '마늘 2쪽', '후춧가루 약간']","['1. 생이스트, 강력분, 식용유, 물, 밀가루 등을 섞어 피자도우를 만든다.', '2. 어느 정도 반죽이 형성되면 1차 발효시키고 천에 물기를 적셔서 덮어준다. (따뜻한 곳에서 1시간정도두면 반죽이 두배정도 부푼다)', '3. 팬에 식용유를 넣고 마늘, 양파를 볶은 후 케첩을 넣고 조금 더 볶다가 육수, 월계수잎, 우스타소스, 소금, 후춧가루를 넣고 졸여준다.', '4. 피자 도우를 밀고 난 후 피자소스를 그 위에 바른다. 원하는 형태로 반죽을 밀고 펴서 준비된 피자소스 재료를 한꺼번에 넣고 갈아준다.', '5. 올리브 오일을 약간 넣어준다.', '6. ①번 피자 소스위에 모짜렐라치즈, 토마토(적당하게 자른것), 올리브를 얹고 오븐에 구워낸다.']",66
잠발라야,"['밥', '죽', '스프']",멕시코,메인요리,어려움,520,60689,4,"['돼지고기 200g', '토마토 2개', '쌀 1컵']","['햄 3/4컵', '소시지 1개', '다진양파 1컵', '샐러리 1대', '피망 1개', '청고추 1개', '식용유 2큰술', '육수 적당량']","['마늘 2쪽', '소금 1과1/2큰술', '칠리소스 1/2작은술', '월계수잎 1장', '오레가노 1작은술', '타임 1작은술', '흰후춧가루 1/2작은술', '토마토소스 적당량']","['1. 고기는 정육면체로 썬다.', '2. 토마토는 껍질을 벗겨 조각을 낸다.', '3. 소세지는 1cm 길이로 썬다.', '4. 쌀을 씻어 물기를 뺀다.', '5. 샐러리, 피망을 큼직하게 썰고 청고추는 다진다.', '6. 햄, 소시지, 돼지고기를 갈색이 나도록 식용유에 튀긴다.', '7. 프라이팬에 기름을 두르고, 양파, 샐러리, 청고추를 볶는다.', '8. ⑦에 마늘, 고추소스, 월계수잎, 소금, 오레가노, 흰 후춧가루, 타임을 넣고 5분쯤 볶는다.', '9. ⑧에 토마토소스와 육수를 붓고 끓으면 양파와 쌀을 넣어 쌀이 익을 때까지 20~25분쯤 끓인다.', '10. 월계수 잎을 건져내고 그릇에 담아낸다.']",79
해물빠에야,"['밥', '죽', '스프']",멕시코,메인요리,보통,420,39200,2,"['쌀(불린것) 1컵', '오징어 1/2마리', '새우 10마리', '모시조개 10개']","['양파 1/2개', '당근 20g', '버터 2큰술']","['샤프란 1/2작은술', '육수 1컵', '소금 1/2작은술']","['1. 쌀은 씻어 불려 놓았다가 체에 건진다.', '2. 오징어는 내장과 껍질을 제거하고 안쪽에 칼집을 넣는다.', '3. 새우는 등쪽의 내장을 제거하고, 모시조개는 해감해서 준비해둔다.', '4. 양파, 당근은 1cm 정도의 네모로 썬다.', '5. 냄비에 버터를 넣고 녹으면 쌀을 넣어 볶다가 위의 재료들을 넣어 볶으면서 육수, 술, 샤프란, 소금을 넣어 밥을 짓는다.']",59
치킨케밥구이,['구이'],멕시코,메인요리,보통,398,69960,2,['닭고기(다리살) 400g'],"['양송이 1개', '대파 1뿌리', '통깨 약간', '식용유 2큰술', '실파 1뿌리']","['토마토케첩 1/4컵', '닭육수 3큰술', '다진양파 1큰술', '생강즙 1작은술', '핫소스 1작은술', '식초 1작은술', '설탕 1큰술', '다진파 약간', '다진마늘 1작은술']","['1. 닭고기는 길쭉한 형태로 4등분하여 소금 ,후춧가루를 뿌려준다.', '2. 양송이는 반으로 자르고 굵은 대파는 크게 2등분한다.', '3. 실파는 다져 놓는다.', '4. 준비된 소스재료는 모두 한꺼번에 넣고 걸쭉하게 혼합한다.', '5. 꼬치에 닭고기 1개를 끼우고 양송이 반쪽과 대파를 끼운후 다시 닭고기 1개를 끼워 꼬치 2개를 만든다.', '6. 두꺼운 팬을 달구어 식용유를 두르고 준비한 닭고기를 구워 낸다.', '7. 노릇노릇 양쪽이 색이 나면 섞어놓은 소스를 부어 약한 불에 졸이면서 익힌다.', '8. 익으면 접시에 담고 다진 실파와 통깨를 뿌린다.']",56
퀘사딜라,['양식'],멕시코,메인요리,보통,544,51586,2,"['또띠아 2장', '모짜렐라치즈 200g']","['청피망 1/2개', '가지 1/2개', '호박 1/2개', '버터 50g', '홍피망 1/2개']","['카레가루 1큰술', '소금 약간', '후추 약간', '식용유 약간', '허브(신선한것) 1잎', '사워크림 3큰술', '칠리 3큰술', '케첩 1큰술']","['1. 청피망, 홍피망, 양파, 가지, 호박은 일정한 크기로 잘게 채 썰어놓는다.', '2. 팬에 버터를 두르고 ①의 채소를 볶다가 소금, 후춧가루로 간을 한 후 커리를 넣고 볶는다.', '3. 깨끗한 팬에 또띠아를 살짝 앞 뒤로 구워 부드럽게 해준다.', '4. 팬에 부드러운 또띠아를 한 장 올리고 반달형으로 모짜렐라치즈를 가지런히 바닥에 깔고 채소를 조금씩 넣고 다시 그 위에 모짜렐라 치즈를 올려 반을 덮어준다. 앞 뒤로 살짝 돌려가며 치즈가 녹는 것을 확인 후 꺼낸다.', '5. 또띠아를 먹기 좋은 크기로 잘라 접시에 둥글게 담아 가운데에 사워 크림과 케첩, 칠리소스 중 입맛에 맞는 것을 올리고 허브로 장식한 후 그릇에 낸다.']",55
비프케밥,"['샌드위치', '햄버거']",멕시코,간식,어려움,394,66819,2,['쇠고기(불고기감) 150g'],"['치커리 100g', '양파 1/4개', '토마토 1/2개', '밀가루 1컵', '버터 1/2큰술', '후춧가루 약간']","['설탕 1작은술', '소금 조금', '물 조금', '꿀 2큰술', '머스터드 2작은술', '올리브오일 1큰술', '식초 1큰술']","['1. 불고기감 쇠고기는 약간 도톰하게 준비하여 소금, 후춧가루, 참기름, 깨소금 등으로 갖은 양념을 한다.', '2. 팬에 기름을 두르고 뜨겁게 달구어지면 양념한 고기를 한 장씩 펴서 굽는다.', '3. 양파는 얇게 채썰고 토마토는 네모지게 썬다.', '4. 양상추와 치커리는 흐르는 물에 씻어 물기를 거둔 후 먹기 좋은 크기로 뜯는다.', '5. 밀가루에 설탕, 소금, 올리브오일, 버터를 넣고 고루 섞이게 잘 비빈 후 물을 조금씩 넣어가며 반죽한다. (반죽상태는 칼국수 보다는 조금 되직하게 밀기 좋은 상태로 한다.)', '6. 반죽이 매끄럽게 한덩어리로 뭉쳐지면 조금씩 떼어 10cm 정도로 얇게 민다. (만두피보다는 조금 두껍게)', '7. 팬에 기름을 두르지 말고 그대로 약한 불에서 타지 않게 굽는다. 중간에 뚜껑을 덮어 약간 부드럽게 익힌다.', '8. 머스터드에 물엿과 올리브오일, 식초를 조금 섞어 허니머스터드 소스를 만든다.', '9. 밀빵 중앙에 야채와 고기를 얹고 허니머스터드 소스를 바른 후 돌돌 말아 어슷썬다.']",61
치킨퀘사디아,"['샌드위치', '햄버거']",멕시코,간식,어려움,263,28600,2,"['또띠아 4장', '닭고기(다리) 300g', '양파 1/2개', '양송이 3개']","['파프리카 1/4개', '페퍼로니 3개', '슬라이스치즈 2장', '모짜렐라치즈 약간', '파슬리가루 약간', '건포도 3큰술']","['칠리소스 3큰술', '다진마늘 1/2작은술', '소금 약간', '후춧가루 약간', '화이트와인 1/3컵', '살사소스 6큰술']","['1. 닭고기(다리에서 발라낸 살)를 큼직하게 잘라 다진 마늘, 소금, 후춧가루, 화이트와인에 20분간 재운다.', '2. 양파와 양송이, 파프리카는 굵직하게 다지고, 페퍼로니는 잘게 다진다.', '3. 건포도를 갈아 칠리소스와 섞어 건포도소스를 만든다.', '4. 프라이팬에 기름을 두른 후 닭고기와 양파, 양송이, 파프리카, 페퍼로니 순으로 볶다가 건포도소스를 넣는다.', '5. 슬라이드치즈와 모짜렐라치즈는 굵게 다진다.', '6. 또띠아를 펴고 한쪽에 ⑤를 뿌리고 그 위에 ④를 얹은 후 다시 ⑤를 토핑하여 반을 접어 프라이팬에 굽는다.', '7. 살사소스를 곁들여 먹는다.']",72
과일주먹밥,"['밥', '죽', '스프']",퓨전,메인요리,보통,290,61474,4,"['밥 2공기', '딸기 5개', '키위 1/2개', '흑임자 약간']","['식초 1큰술', '설탕 1큰술', '소금 1/2작은술', '다시마 1조각']",,"['1. 밥을 고슬하게 지어 뜨거울 때 배합초를 섞어 식힌다.', '2. 딸기와 키위를 흐르는 물에 씻어 물기 없애고 잘게 썬다.', '3. 밥을 반으로 나눠 각각 딸기와 키위를 넣어 섞고 랩에 적당량을 덜어 동그랗게 말아 낸다.']",58
떡김밥,"['밥', '죽', '스프']",퓨전,메인요리,어려움,521,31809,2,['멥쌀 250g'],"['시금치 25g', '오이 1/4개', '당근 1/4개', '우엉 2줄', '단무지 2줄', '햄(김밥용) 2줄', '게맛살 2줄', '계란 1개']","['식용유 약간', '참기름 약간', '깨소금 약간']","['[부재료 준비] 1. 시금치는 끓는 물에 넣고 데친 후 찬물에 넣었다 건져 물기를 제거한다.', '2. 오이는 사각형으로 길게 자른 뒤, 소금에 살짝 절여 두었다가 색이 변하지 않도록 식용유와 함께 볶아낸다. 당근은 사각형으로 길게 자른 후 소금을 약간 뿌려 두었다가 볶아낸다.', '3. 우엉은 길게 자른 후 간장 2큰술, 청주 2큰술, 설탕 1큰술, 물 1/2컵을 넣고 조려낸다.', '4. 단무지는 사각형으로 길게 자른 후 물기를 제거하여 준비한다.', '5. 김밥용 햄은 볶아내고 계란은 두터운 지단을 부쳐 8등분으로 나눈다.', '[떡김밥 만들기] 1. 멥쌀은 깨끗이 씻어 미지근한 물에 8시간동안 불린다. 불린 쌀의 무게의 1.1%에 해당하는 소금을 넣어 한번 빻은 가루에 12%의 물을 넣어 다시 한번 빻아 놓는다.', '2. 빻아 놓은 쌀가루는 떡시루에 젖은 보자기를 깔고 앉혀서 25분간 찐다. 쪄진 쌀가루는 절구나 펀칭기계에 넣고 쳐서 떡피를 만든다.', '3. 절구나 펀칭 작업을 하기 전에 찐 단호박이나 삶은 쑥, 당근즙, 양파즙을 넣고 쳐내면 여러 가지 색의 반죽을 얻을 수 있다.', '4. 떡반죽은 밀판 위에 일정한 크기로 잘라 밀대로 얇게 민 다음 김크기로 잘라 떡피에 김을 붙인다.', '5. 김을 붙인 떡피는 김발위에 펴고 그 위에 계란지단, 시금치, 오이, 당근, 햄, 우엉, 단무지, 게맛살 등을 순서대로 올려놓고 말아서 김밥을 완성한다.']",69
롤캐비지라이스,"['밥', '죽', '스프']",퓨전,메인요리,보통,285,31635,4,"['양배추 8장', '쇠고기(사태) 100g', '밥 2공기']","['양파 1/3개', '청피망 1/3개', '홍피망 1/3개']","['토마토케첩 3큰술', '버터 2큰술', '밀가루 2큰술', '육수 1컵', '월계수잎 1장', '소금 약간', '통후추 약간']","['1. 배추는 끓는 소금물에 살짝 데쳐 1장씩 잎을 떼어 중심의 굵은 줄기 부분은 저며낸다.', '2. 양파는 곱게 다지고 청, 홍피망은 0.5㎝ 정도로 잘게 깍둑썬다.', '3. 다진 쇠고기와 곱게 다진 양파, 피망은 프라이팬에 기름을 두르고 볶다가 소금, 후춧가루로 간을 한 다음 밥을 넣어 섞는다.', '4. 삶은 양배추를 도마 위에 놓고 밥을 적당히 펴 얹어서 한번 말고, 양옆을 접은 후 다시 둥글게 만다.', '5. 냄비에 버터를 녹여 밀가루를 넣은 다음 노르스름하게 볶다가 토마토케첩을 넣어 볶는다. 어느 정도 볶아지면 월계수잎과 육수를 조금씩 넣으면서 끓이고 소금과 후춧가루로 간을 한다.', '6. 접시에 양배추 말이를 담고 소스를 끼얹어 낸다.']",56
